ID,peak_value,dis2peak,板温,现场温度,光照强度,转换效率,转换效率A,转换效率B,转换效率C,电压A,电压B,电压C,电流A,电流B,电流C,功率A,std_power,mean_power,功率B,功率C,平均功率,风速,风向,发电量
258,4435.85,50,1.32,-1.8,177,26.43,26.21,25.98,27.11,685.0,686.0,684.0,1.96,1.94,2.03,1342.6,1291.9014935312753,2835.647318435754,1330.84,1388.52,1353.99,4.3,268.0,2.772492838
259,4435.85,49,1.49,-1.7,175,26.84,26.77,26.98,26.77,685.0,687.0,685.0,1.98,1.99,1.98,1356.3,1305.103024955075,2868.7984916201117,1367.13,1356.3,1359.91,2.3,278.0,2.74614762
261,4435.85,47,1.49,-1.7,161,24.87,24.36,25.2,25.05,684.0,683.0,683.0,1.66,1.72,1.71,1135.44,1315.085956904857,2962.1408938547484,1174.76,1167.93,1159.38,2.7,288.0,2.286346109
262,4435.85,46,1.18,-1.7,156,24.59,24.67,24.52,24.56,683.0,683.0,680.0,1.63,1.62,1.63,1113.29,1316.1916454124116,3019.499553072626,1106.46,1108.4,1109.38,1.9,278.0,2.217032043
267,4435.85,41,1.12,-1.7,164,23.57,23.22,23.33,24.16,684.0,683.0,682.0,1.61,1.62,1.68,1101.24,1346.7434587169703,3233.1788268156424,1106.46,1145.76,1117.82,3.6,279.0,2.218041134
269,4435.85,39,1.12,-1.7,165,24.19,23.87,24.08,24.62,682.0,684.0,683.0,1.67,1.68,1.72,1138.94,1372.1183001192944,3317.7831843575423,1149.12,1174.76,1154.27,3.7,280.0,2.296775906
270,4435.85,38,1.18,-1.7,166,24.12,23.79,24.18,24.4,684.0,683.0,681.0,1.67,1.7,1.72,1142.28,1391.6389554489022,3325.984357541899,1161.1,1171.32,1158.23,3.3,281.0,2.2970755240000003
273,4435.85,35,1.41,-1.4,160,24.66,24.4,24.33,25.25,685.0,683.0,684.0,1.65,1.65,1.71,1130.25,1437.9953826211895,3372.635833333334,1126.95,1169.64,1142.28,2.7,266.0,2.280330009
274,4435.85,34,1.39,-1.5,162,24.43,24.0,24.03,25.27,682.0,683.0,681.0,1.65,1.65,1.74,1125.3,1467.8950107221806,3388.291388888889,1126.95,1184.94,1145.73,4.3,269.0,2.308676116
275,4435.85,33,1.39,-1.5,166,24.65,24.24,24.13,25.59,685.0,682.0,683.0,1.7,1.7,1.8,1164.5,1475.6605631270131,3426.638333333333,1159.4,1229.4,1184.43,3.1,273.0,2.358522803
280,4435.85,28,1.83,-1.2,179,26.88,27.01,26.61,27.02,687.0,687.0,684.0,2.04,2.01,2.05,1401.48,1451.1909671813623,3586.3070000000002,1380.87,1402.2,1394.85,3.6,277.0,2.842669293
281,4435.85,27,2.06,-1.1,175,27.41,26.81,27.52,27.89,684.0,685.0,684.0,1.99,2.04,2.07,1361.16,1463.6460406556089,3598.576222222222,1397.4,1415.88,1391.48,3.4,264.0,2.814183724
283,4435.85,25,2.45,-1.1,196,30.87,33.37,29.92,29.31,691.0,687.0,684.0,2.75,2.48,2.44,1900.25,1467.2822698016412,3648.4732777777776,1703.76,1668.96,1757.66,2.7,267.0,3.753436741
285,4435.85,23,3.47,-0.9,218,25.58,24.64,25.21,26.88,681.0,679.0,678.0,2.3,2.36,2.52,1566.3,1488.963618265063,3688.299111111111,1602.44,1708.56,1625.77,3.6,283.0,3.343475255
286,4435.85,22,3.62,-0.9,238,24.43,23.67,23.81,25.8,682.0,683.0,681.0,2.41,2.42,2.63,1643.62,1486.7247569982949,3700.809833333333,1652.86,1791.03,1695.84,2.8,273.0,3.499100809
287,4435.85,21,3.93,-0.7,249,27.6,27.88,26.49,28.42,685.0,683.0,682.0,2.96,2.82,3.03,2027.6,1477.3120000608747,3711.2814999999996,1926.06,2066.46,2006.71,3.7,276.0,4.2380510430000005
288,4435.85,20,4.26,-0.8,233,26.31,26.13,25.95,26.83,682.0,680.0,677.0,2.61,2.6,2.7,1780.02,1464.9875064959745,3739.397388888889,1768.0,1827.9,1791.97,2.4,275.0,3.755238119
290,4435.85,18,4.29,-0.8,193,22.96,22.54,21.47,24.87,673.0,677.0,678.0,1.89,1.79,2.07,1271.97,1460.7387399756178,3811.8166666666666,1211.83,1403.46,1295.75,2.6,284.0,2.684298894
293,4435.85,15,3.06,-0.7,167,23.76,23.43,23.71,24.16,678.0,678.0,675.0,1.68,1.7,1.74,1139.04,1443.2042320950954,3868.1148333333335,1152.6,1174.5,1155.38,2.6,283.0,2.327772399
294,4435.85,14,2.74,-0.7,167,23.28,23.38,22.68,23.77,680.0,680.0,675.0,1.67,1.62,1.71,1135.6,1440.0355971238562,3899.1234999999997,1101.6,1154.25,1130.48,2.6,283.0,2.28500095
295,4435.85,13,2.35,-0.9,159,23.18,22.79,23.38,23.35,679.0,679.0,674.0,1.55,1.59,1.6,1052.45,1412.0282007148658,3926.636777777778,1079.61,1078.4,1070.15,3.0,272.0,2.139682224
296,4435.85,12,2.04,-0.8,152,23.79,23.75,23.59,24.03,680.0,680.0,675.0,1.54,1.53,1.57,1047.2,1413.750733996813,3945.8891666666664,1040.4,1059.75,1049.12,3.1,279.0,2.084514869
297,4435.85,11,1.93,-0.7,151,23.66,23.21,24.11,23.65,682.0,681.0,677.0,1.49,1.55,1.53,1016.18,1442.0153944211356,3959.901888888888,1055.55,1035.81,1035.85,2.3,273.0,2.040797197
299,4435.85,9,1.8,-0.8,162,23.34,22.88,23.31,23.82,680.0,680.0,678.0,1.58,1.61,1.65,1074.4,1419.5559337023128,3992.315000000001,1094.8,1118.7,1095.97,2.6,275.0,2.15940374
302,4435.85,6,2.33,-0.4,164,27.14,28.87,26.6,25.95,684.0,681.0,679.0,2.01,1.86,1.82,1374.84,1408.4878297036582,4073.849888888889,1266.66,1235.78,1292.43,2.9,275.0,2.678284633
303,4435.85,5,2.41,-0.3,171,24.17,24.03,23.65,24.84,682.0,679.0,678.0,1.75,1.73,1.82,1193.5,1384.2806399189194,4100.216333333333,1174.67,1233.96,1200.71,2.2,280.0,2.401444516
306,4435.85,2,2.58,-0.1,199,27.5,30.38,27.36,24.76,689.0,685.0,682.0,2.55,2.31,2.1,1756.95,1362.5665293465029,4175.943937823834,1582.35,1432.2,1590.5,2.8,281.0,3.379270563
309,4989.53,0,9.58,0.7,457,36.65,35.47,36.49,37.98,668.0,666.0,657.0,7.23,7.46,7.87,4829.64,1226.4210476885603,4330.038222222223,4968.36,5170.59,4989.53,2.9,274.0,10.34433944
311,4989.53,2,13.1,0.8,419,38.48,38.68,38.4,38.37,658.0,655.0,652.0,7.43,7.41,7.44,4888.94,1362.5665293465029,4175.943937823834,4853.55,4850.88,4864.46,2.9,278.0,10.31931677
314,4989.53,5,15.41,1.3,348,40.89,40.77,40.76,41.13,652.0,648.0,650.0,6.62,6.66,6.7,4316.24,1384.2806399189194,4100.216333333333,4315.68,4355.0,4328.97,1.7,267.0,9.272403463
316,4989.53,7,15.64,1.1,238,57.53,58.03,58.03,56.52,650.0,644.0,644.0,6.47,6.53,6.36,4205.5,1413.145230512694,4057.9109444444443,4205.32,4095.84,4168.89,1.6,255.0,9.031615327
317,4989.53,8,15.68,1.1,283,39.53,45.49,39.28,33.84,649.0,646.0,648.0,6.04,5.24,4.5,3919.96,1429.5956597563988,4014.016333333333,3385.04,2916.0,3407.0,2.7,272.0,7.797603572000001
318,4989.53,9,15.43,1.1,255,49.76,45.04,52.19,52.03,652.0,651.0,648.0,5.36,6.22,6.23,3494.72,1419.5559337023128,3992.315000000001,4049.22,4037.04,3860.33,2.1,258.0,8.223106862
319,4989.53,10,14.76,0.9,230,37.19,40.25,44.04,27.27,655.0,650.0,652.0,4.29,4.73,2.92,2809.95,1427.1807988334906,3984.132333333334,3074.5,1903.84,2596.1,2.5,272.0,5.952094067000001
321,4989.53,12,13.81,1.0,300,44.9,44.61,44.83,45.27,656.0,655.0,653.0,6.17,6.21,6.29,4047.52,1413.750733996813,3945.8891666666664,4067.55,4107.37,4074.15,2.9,276.0,8.726891468
322,4989.53,13,13.83,1.0,299,44.33,44.03,44.04,44.91,655.0,653.0,653.0,6.08,6.1,6.22,3982.4,1412.0282007148658,3926.636777777778,3983.3,4061.66,4009.12,2.7,284.0,8.597113221
323,4989.53,14,13.95,1.3,284,44.18,45.8,43.37,43.37,656.0,654.0,654.0,6.0,5.7,5.7,3936.0,1440.0355971238562,3899.1234999999997,3727.8,3727.8,3797.2,3.9,251.0,8.225596787999999
325,4989.53,16,12.37,1.0,220,55.13,57.52,59.5,48.38,661.0,662.0,651.0,5.76,5.95,4.92,3807.36,1439.7571592942065,3852.478722222223,3938.9,3202.92,3649.73,3.0,272.0,7.997281907
328,4989.53,19,12.95,1.5,279,45.93,45.68,45.77,46.33,658.0,656.0,654.0,5.84,5.87,5.96,3842.72,1488.2322469412875,3742.6334444444446,3850.72,3897.84,3863.76,2.8,249.0,8.258570776000001
330,4989.53,21,12.33,1.6,242,35.41,28.87,41.48,35.9,663.0,648.0,660.0,3.17,4.66,3.96,2101.71,1477.3120000608747,3711.2814999999996,3019.68,2613.6,2578.33,3.1,277.0,5.470961699
331,4989.53,22,11.89,1.3,248,48.98,48.85,48.8,49.29,664.0,661.0,658.0,5.48,5.5,5.58,3638.72,1486.7247569982949,3700.809833333333,3635.5,3671.64,3648.62,2.8,276.0,7.83269302
333,4989.53,24,12.12,1.5,225,49.17,51.89,46.21,49.41,661.0,658.0,654.0,5.31,4.75,5.11,3509.91,1463.7037479410044,3666.8711111111115,3125.5,3341.94,3325.78,2.0,279.0,7.257299287
334,4989.53,25,12.1,1.3,207,51.21,53.86,51.94,47.83,661.0,661.0,657.0,5.07,4.89,4.53,3351.27,1467.2822698016412,3648.4732777777776,3232.29,2976.21,3186.59,3.1,274.0,7.021068336
335,4989.53,26,11.06,1.1,190,52.85,46.61,56.95,54.99,663.0,664.0,656.0,4.0,4.88,4.77,2652.0,1463.019664317415,3615.7889444444445,3240.32,3129.12,3007.15,3.2,262.0,6.415327901
338,4989.53,29,9.89,1.0,195,55.64,55.33,54.97,56.63,669.0,666.0,668.0,4.81,4.8,4.93,3217.89,1459.4353413861718,3547.8445000000006,3196.8,3293.24,3235.98,3.9,274.0,6.9374793010000015
339,4989.53,30,9.95,1.3,184,57.43,57.12,57.2,57.97,667.0,668.0,667.0,4.7,4.7,4.77,3134.9,1461.5754181044574,3508.030055555555,3139.6,3181.59,3152.03,2.9,278.0,6.765234211
341,4989.53,32,9.24,1.1,166,58.76,58.55,59.69,58.03,671.0,670.0,665.0,4.31,4.4,4.31,2892.01,1449.0633471723113,3473.0386666666664,2948.0,2866.15,2902.05,3.4,280.0,6.254970693
346,4989.53,37,7.91,1.0,127,67.94,66.6,68.71,68.51,677.0,673.0,671.0,3.7,3.84,3.84,2504.9,1406.4302434217957,3333.190893854748,2584.32,2576.64,2555.29,2.9,272.0,5.435165576
348,4989.53,39,7.43,1.0,115,71.06,70.1,70.59,72.5,679.0,678.0,679.0,3.51,3.54,3.63,2383.29,1372.1183001192944,3317.7831843575423,2400.12,2464.77,2416.06,3.9,273.0,5.138194905
352,4989.53,43,6.95,0.8,23,301.27,301.64,297.64,304.53,678.0,678.0,680.0,3.02,2.98,3.04,2047.56,1337.889742117092,3170.28592178771,2020.44,2067.2,2045.07,2.2,273.0,4.286981762
353,4989.53,44,6.87,0.8,22,310.21,308.58,307.53,314.51,679.0,679.0,676.0,2.95,2.94,3.02,2003.05,1345.4101398637774,3105.0838547486032,1996.26,2041.52,2013.61,2.0,262.0,4.202429878
354,4989.53,45,6.74,0.8,22,307.23,303.94,306.03,311.73,680.0,680.0,681.0,2.9,2.92,2.97,1972.0,1326.606675128414,3066.9434636871515,1985.6,2022.57,1993.39,2.1,271.0,4.148989044
357,4989.53,48,6.07,0.6,21,292.67,294.71,289.45,293.85,682.0,680.0,680.0,2.67,2.63,2.67,1820.94,1329.7605341909195,2897.5574301675974,1788.4,1815.6,1808.31,2.3,270.0,3.754171529
360,4989.53,51,4.62,0.3,16,324.56,322.79,324.72,326.17,681.0,682.0,682.0,2.22,2.23,2.24,1511.82,1294.4118768833555,2828.5543016759775,1520.86,1527.68,1520.12,2.9,276.0,3.0609228610000003
361,4989.53,52,4.05,0.1,14,349.62,352.35,346.32,350.17,683.0,681.0,682.0,2.11,2.08,2.1,1441.13,1281.9759894470787,2779.6948044692735,1416.48,1432.2,1429.94,3.4,270.0,2.876168116
364,4989.53,55,0.31,-0.2,5,668.66,584.34,715.79,705.84,685.0,679.0,674.0,1.23,1.52,1.51,842.55,1227.7439983706847,2644.6090395480223,1032.08,1017.74,964.12,1.8,265.0,1.6347853819999998
365,4989.53,56,-0.95,-0.3,4,460.99,176.05,360.61,846.32,674.0,668.0,675.0,0.3,0.62,1.44,202.2,1247.4722358112626,2545.2672471910114,414.16,972.0,529.45,1.8,275.0,0.504410158
379,4989.53,70,0.01,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.825224697801,1880.5612280701753,0.0,0.0,0.0,0.1,1.0,0.379993053
386,4989.53,77,-16.45,-13.8,6,137.14,174.27,71.09,166.05,509.0,684.0,679.0,0.56,0.17,0.4,285.04,982.2772663382145,1518.3693529411764,116.28,271.6,224.31,0.0,242.0,0.283301636
389,4599.87,76,-15.17,-12.9,15,170.65,191.94,32.3,287.71,502.0,698.0,716.0,1.57,0.19,1.65,788.14,998.1600989981908,1537.4491812865494,132.62,1181.4,700.72,0.0,257.0,1.157370511
390,4599.87,75,-14.66,-12.7,22,144.36,205.38,23.27,204.43,708.0,702.0,717.0,1.75,0.2,1.72,1239.0,1004.6047681772699,1601.4910526315791,140.4,1233.24,870.88,0.0,265.0,1.888241572
391,4599.87,74,-13.37,-12.5,30,115.42,162.98,17.16,166.1,720.0,709.0,711.0,1.87,0.2,1.93,1346.4,1010.9357026211428,1685.1381176470586,141.8,1372.23,953.48,0.0,266.0,2.09326096
393,4599.87,72,-11.35,-12.2,47,81.42,113.99,14.73,115.52,721.0,711.0,710.0,2.06,0.27,2.12,1485.26,1058.4229651433948,1788.1521052631579,191.97,1505.2,1060.81,0.0,279.0,2.364728112
395,4599.87,70,-9.87,-12.0,61,72.44,98.02,12.95,106.34,718.0,710.0,720.0,2.32,0.31,2.51,1665.76,1071.825224697801,1880.5612280701753,220.1,1807.2,1231.02,0.7,281.0,2.687923703
396,4599.87,69,-8.93,-12.2,66,92.34,95.37,81.68,99.98,718.0,714.0,712.0,2.45,2.11,2.59,1759.1,1087.688338794633,1920.8887283236995,1506.54,1844.08,1703.24,1.1,278.0,3.44818394
399,4599.87,66,-6.29,-10.9,82,87.79,85.49,86.72,91.15,711.0,706.0,712.0,2.78,2.84,2.96,1976.58,1139.0801858634684,2072.5679310344826,2005.04,2107.52,2029.71,0.6,280.0,4.122086666
400,4599.87,65,-4.48,-10.7,87,86.93,85.82,86.96,88.02,706.0,706.0,703.0,3.0,3.04,3.09,2118.0,1142.0410277200485,2151.247701149425,2146.24,2172.27,2145.5,0.0,274.0,4.476084394
401,4599.87,64,-3.35,-10.2,95,82.26,81.21,81.24,84.33,711.0,709.0,702.0,3.09,3.1,3.25,2196.99,1151.1982714338435,2190.5701724137934,2197.9,2281.5,2225.46,0.0,277.0,4.677102229
402,4599.87,63,-2.52,-10.0,101,79.43,77.32,78.95,82.02,708.0,705.0,702.0,3.15,3.23,3.37,2230.2,1150.2948372089043,2248.1663218390804,2277.15,2365.74,2291.03,0.6,275.0,4.809004009
404,4599.87,61,-0.87,-9.2,117,73.95,72.91,73.01,75.93,702.0,697.0,701.0,3.49,3.52,3.64,2449.98,1179.1905424381903,2348.9205714285713,2453.44,2551.64,2485.02,1.0,276.0,5.287250875
405,4599.87,60,-0.64,-8.9,122,72.44,71.17,72.15,74.02,701.0,697.0,694.0,3.56,3.63,3.74,2495.56,1208.3337893321693,2382.2504545454544,2530.11,2595.56,2540.41,0.6,278.0,5.40474419
409,4599.87,56,1.16,-7.4,145,65.79,64.75,65.39,67.23,691.0,689.0,686.0,3.93,3.98,4.11,2715.63,1247.4722358112626,2545.2672471910114,2742.22,2819.46,2759.1,0.0,279.0,5.899155688
411,4599.87,54,2.14,-7.2,155,64.12,63.17,63.47,65.73,688.0,683.0,686.0,4.13,4.18,4.31,2841.44,1242.913143768829,2686.979213483146,2854.94,2956.66,2884.35,0.0,276.0,6.181797717999999
412,4599.87,53,2.08,-7.1,159,63.04,62.69,62.42,64.01,687.0,684.0,682.0,4.21,4.21,4.33,2892.27,1261.8372968537167,2749.357374301676,2879.64,2953.06,2908.32,0.0,264.0,6.243951222000001
413,4599.87,52,1.83,-6.9,164,63.3,63.25,62.73,63.93,685.0,684.0,683.0,4.39,4.36,4.45,3007.15,1281.9759894470787,2779.6948044692735,2982.24,3039.35,3009.58,0.0,281.0,6.4665057789999985
414,4599.87,51,2.01,-6.7,177,60.24,59.19,59.69,61.86,686.0,681.0,683.0,4.43,4.5,4.65,3038.98,1294.4118768833555,2828.5543016759775,3064.5,3175.95,3093.14,0.7,265.0,6.56259628
422,4599.87,43,4.16,-4.0,222,53.58,52.77,53.08,54.89,678.0,674.0,677.0,5.05,5.11,5.26,3423.9,1337.889742117092,3170.28592178771,3444.14,3561.02,3476.35,1.3,283.0,7.3366731189999985
423,4599.87,42,4.26,-3.9,227,52.86,52.0,52.2,54.37,678.0,674.0,677.0,5.09,5.14,5.33,3451.02,1359.1954959515847,3198.7410614525133,3464.36,3608.41,3507.93,1.1,289.0,7.395290814
424,4599.87,41,4.78,-3.7,230,53.46,52.78,53.51,54.09,676.0,670.0,676.0,5.26,5.38,5.39,3555.76,1346.7434587169703,3233.1788268156424,3604.6,3643.64,3601.33,1.0,267.0,7.610949615
425,4599.87,40,5.01,-3.0,240,52.01,51.62,51.43,52.98,675.0,670.0,674.0,5.38,5.4,5.53,3631.5,1351.6780194825817,3296.295139664805,3618.0,3727.22,3658.91,0.7,274.0,7.719875309
426,4599.87,39,5.14,-2.8,248,50.99,50.56,50.74,51.67,676.0,671.0,671.0,5.44,5.5,5.6,3677.44,1372.1183001192944,3317.7831843575423,3690.5,3757.6,3708.51,1.8,284.0,7.818196116
427,4599.87,38,5.14,-2.7,248,51.62,51.26,51.3,52.3,673.0,671.0,672.0,5.54,5.56,5.66,3728.42,1391.6389554489022,3325.984357541899,3730.76,3803.52,3754.23,1.8,284.0,7.909750917
429,4599.87,36,5.83,-2.6,261,49.99,49.63,49.45,50.89,674.0,668.0,672.0,5.65,5.68,5.81,3808.1,1436.4387494914386,3323.1965000000005,3794.24,3904.32,3835.55,2.1,286.0,8.080550005
433,4599.87,32,6.51,-2.6,278,48.58,48.46,48.04,49.25,674.0,667.0,668.0,5.89,5.9,6.04,3969.86,1449.0633471723113,3473.0386666666664,3935.3,4034.72,3979.96,2.0,287.0,8.401158243
434,4599.87,31,6.51,-2.5,281,48.39,48.12,47.93,49.13,672.0,667.0,668.0,5.93,5.95,6.09,3984.96,1453.4168991924112,3491.5505,3968.65,4068.12,4007.24,1.5,278.0,8.446221914
435,4599.87,30,6.7,-2.6,286,47.76,47.42,47.46,48.4,671.0,666.0,667.0,5.96,6.01,6.12,3999.16,1461.5754181044574,3508.030055555555,4002.66,4082.04,4027.95,2.8,282.0,8.483728493
436,4599.87,29,6.45,-2.4,286,48.35,47.84,47.97,49.23,673.0,667.0,668.0,5.99,6.06,6.21,4031.27,1459.4353413861718,3547.8445000000006,4042.02,4148.28,4073.86,3.0,285.0,8.553397502000001
438,4599.87,27,6.62,-2.2,302,46.74,46.43,46.16,47.64,671.0,665.0,669.0,6.16,6.18,6.34,4133.36,1463.6460406556089,3598.576222222222,4109.7,4241.46,4161.51,3.4,287.0,8.731875169
440,4599.87,25,6.62,-1.7,307,46.5,46.11,46.28,47.1,673.0,667.0,666.0,6.2,6.28,6.4,4172.6,1467.2822698016412,3648.4732777777776,4188.76,4262.4,4207.92,3.0,288.0,8.820484868
446,4599.87,19,7.07,-1.3,328,44.97,44.56,44.63,45.73,668.0,664.0,666.0,6.46,6.51,6.65,4315.28,1488.2322469412875,3742.6334444444446,4322.64,4428.9,4355.61,1.8,270.0,9.114595403
447,4599.87,18,6.66,-1.1,329,45.34,45.31,44.97,45.73,670.0,662.0,666.0,6.56,6.59,6.66,4395.2,1460.7387399756178,3811.8166666666666,4362.58,4435.56,4397.78,1.2,336.0,9.226962163
450,4599.87,15,7.6,-0.7,340,44.03,43.64,43.84,44.62,665.0,662.0,661.0,6.6,6.66,6.79,4389.0,1443.2042320950954,3868.1148333333335,4408.92,4488.19,4428.7,2.0,277.0,9.270611382
452,4599.87,13,7.53,-0.3,348,43.76,43.62,43.48,44.19,667.0,659.0,661.0,6.73,6.79,6.88,4488.91,1412.0282007148658,3926.636777777778,4474.61,4547.68,4503.73,1.0,287.0,9.446661961
454,4599.87,11,6.91,-0.5,352,43.77,43.54,43.6,44.17,669.0,664.0,664.0,6.76,6.82,6.91,4522.44,1442.0153944211356,3959.901888888888,4528.48,4588.24,4546.39,2.6,328.0,9.491427293
455,4599.87,10,6.85,-0.5,356,43.58,43.25,43.43,44.07,668.0,664.0,665.0,6.8,6.87,6.96,4542.4,1427.1807988334906,3984.132333333334,4561.68,4628.4,4577.49,3.0,285.0,9.55294102
456,4599.87,9,6.93,-0.5,358,43.37,43.12,42.99,44.0,668.0,663.0,666.0,6.82,6.85,6.98,4555.76,1419.5559337023128,3992.315000000001,4541.55,4648.68,4582.0,3.9,312.0,9.564394447
460,4599.87,5,7.76,0.2,363,42.65,42.46,42.57,42.93,665.0,661.0,658.0,6.86,6.92,7.01,4561.9,1384.2806399189194,4100.216333333333,4574.12,4612.58,4582.87,1.7,273.0,9.598276261
462,4599.87,3,8.39,0.5,365,42.49,42.19,42.24,43.03,663.0,658.0,660.0,6.89,6.95,7.06,4568.07,1372.2108293945319,4161.931783783783,4573.1,4659.6,4600.26,1.3,296.0,9.626131986
463,4599.87,2,8.91,0.5,365,42.28,41.74,42.28,42.82,660.0,659.0,658.0,6.86,6.96,7.06,4527.6,1362.5665293465029,4175.943937823834,4586.64,4645.48,4586.57,2.9,274.0,9.596904517
466,4617.87,0,8.43,0.6,370,42.07,42.04,41.66,42.5,664.0,658.0,659.0,6.95,6.95,7.08,4614.8,1226.4210476885603,4330.038222222223,4573.1,4665.72,4617.87,2.0,297.0,9.680810361
467,4617.87,1,8.08,0.5,369,42.29,42.08,42.06,42.74,663.0,658.0,660.0,6.94,6.99,7.08,4601.22,1336.9732753166056,4159.314628099173,4599.42,4672.8,4624.48,3.0,286.0,9.674792886
469,4617.87,3,8.12,0.6,367,42.42,42.25,42.35,42.66,665.0,658.0,660.0,6.91,7.0,7.03,4595.15,1372.2108293945319,4161.931783783783,4606.0,4639.8,4613.65,2.0,285.0,9.663497837000001
476,4617.87,10,9.29,1.5,369,41.78,41.53,41.45,42.35,659.0,653.0,656.0,6.92,6.97,7.09,4560.28,1427.1807988334906,3984.132333333334,4551.41,4651.04,4587.58,2.8,290.0,9.608355128
479,4617.87,13,10.1,2.3,365,41.71,41.8,41.42,41.91,659.0,654.0,655.0,6.91,6.9,6.97,4553.69,1412.0282007148658,3926.636777777778,4512.6,4565.35,4543.88,2.0,300.0,9.563027462
480,4617.87,14,9.83,2.1,364,41.92,41.59,41.88,42.31,658.0,654.0,655.0,6.86,6.95,7.01,4513.88,1440.0355971238562,3899.1234999999997,4545.3,4591.55,4550.24,1.6,296.0,9.53703402
485,4617.87,19,9.72,2.4,353,42.75,42.53,42.58,43.15,659.0,655.0,656.0,6.79,6.84,6.92,4474.61,1488.2322469412875,3742.6334444444446,4480.2,4539.52,4498.11,1.3,283.0,9.436871853
488,4617.87,22,10.2,2.4,346,42.74,42.49,42.67,43.05,659.0,655.0,655.0,6.66,6.73,6.79,4388.94,1486.7247569982949,3700.809833333333,4408.15,4447.45,4414.85,2.5,293.0,9.27801703
490,4617.87,24,10.35,2.6,343,42.81,42.45,42.96,43.02,660.0,655.0,655.0,6.59,6.72,6.73,4349.4,1463.7037479410044,3666.8711111111115,4401.6,4408.15,4386.38,2.1,276.0,9.218867562
491,4617.87,25,10.37,2.6,340,42.93,42.63,42.82,43.34,659.0,656.0,656.0,6.57,6.63,6.71,4329.63,1467.2822698016412,3648.4732777777776,4349.28,4401.76,4360.22,1.8,264.0,9.161993616
494,4617.87,28,9.64,2.6,329,43.52,43.29,43.23,44.03,661.0,657.0,657.0,6.42,6.45,6.57,4243.62,1451.1909671813623,3586.3070000000002,4237.65,4316.49,4265.92,2.3,285.0,8.951435225
495,4617.87,29,9.91,2.6,325,43.74,43.57,43.45,44.19,661.0,657.0,657.0,6.39,6.41,6.52,4223.79,1459.4353413861718,3547.8445000000006,4211.37,4283.64,4239.6,2.2,351.0,8.911025579
497,4617.87,31,9.85,2.6,319,43.9,43.22,43.72,44.76,661.0,656.0,658.0,6.22,6.34,6.47,4111.42,1453.4168991924112,3491.5505,4159.04,4257.26,4175.91,1.8,283.0,8.740558284
498,4617.87,32,9.76,2.6,311,44.54,44.27,44.43,44.92,662.0,657.0,660.0,6.2,6.27,6.31,4104.4,1449.0633471723113,3473.0386666666664,4119.39,4164.6,4129.46,3.1,283.0,8.687701371000001
500,4617.87,34,8.99,2.3,307,45.09,44.81,45.05,45.41,665.0,660.0,662.0,6.15,6.23,6.26,4089.75,1467.8950107221806,3388.291388888889,4111.8,4144.12,4115.22,2.9,296.0,8.648090494
502,4617.87,36,8.37,2.3,302,45.42,45.28,44.8,46.18,665.0,660.0,664.0,6.1,6.08,6.23,4056.5,1436.4387494914386,3323.1965000000005,4012.8,4136.72,4068.67,2.4,303.0,8.52274092
503,4617.87,37,8.31,2.2,300,45.58,45.36,45.16,46.21,666.0,663.0,662.0,6.06,6.06,6.21,4035.96,1406.4302434217957,3333.190893854748,4017.78,4111.02,4054.92,1.8,278.0,8.491842024
504,4617.87,38,8.01,2.5,293,46.07,45.8,45.67,46.75,667.0,664.0,662.0,5.96,5.97,6.13,3975.32,1391.6389554489022,3325.984357541899,3964.08,4058.06,3999.15,2.7,282.0,8.361668884
505,4617.87,39,7.85,2.3,285,46.73,46.48,46.51,47.21,667.0,664.0,664.0,5.88,5.91,6.0,3921.96,1372.1183001192944,3317.7831843575423,3924.24,3984.0,3943.4,3.7,324.0,8.285000782000001
506,4617.87,40,7.68,2.0,278,47.36,47.5,46.82,47.78,669.0,664.0,665.0,5.84,5.8,5.91,3906.96,1351.6780194825817,3296.295139664805,3851.2,3930.15,3896.1,2.5,355.0,8.204380458
508,4617.87,42,7.81,2.3,277,46.95,46.68,46.4,47.77,668.0,664.0,664.0,5.73,5.73,5.9,3827.64,1359.1954959515847,3198.7410614525133,3804.72,3917.6,3849.99,3.2,312.0,8.074787753999999
509,4617.87,43,7.76,2.2,266,48.15,47.57,48.4,48.47,670.0,665.0,666.0,5.59,5.73,5.73,3745.3,1337.889742117092,3170.28592178771,3810.45,3816.18,3790.64,3.3,285.0,7.953761401
510,4617.87,44,7.91,2.3,260,48.21,48.28,47.89,48.45,671.0,662.0,665.0,5.54,5.57,5.61,3717.34,1345.4101398637774,3105.0838547486032,3687.34,3730.65,3711.78,1.5,269.0,7.807098102
511,4617.87,45,7.91,2.3,260,48.21,48.28,47.89,48.45,671.0,662.0,665.0,5.54,5.57,5.61,3717.34,1326.606675128414,3066.9434636871515,3687.34,3730.65,3711.78,1.5,269.0,7.807098102
512,4617.87,46,0.48,77.2,260,33.78,49.48,49.83,2.04,554.0,563.0,23.0,6.7,6.64,6.67,3711.8,1316.1916454124116,3019.499553072626,3738.32,153.41,2534.51,3.8,257.0,7.807098102
